time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
18.416247,0.774425,0.016226,0.018217
18.436255,0.963628,0.086309,0.098428
18.476266,1.053140,0.061420,0.079994
18.496261,1.288722,0.067443,0.109093
18.536286,1.611363,-0.009861,-0.037652
18.576293,2.284514,0.280374,-0.048517
18.596306,1.791740,0.016297,-0.017817
18.636319,1.691073,-0.021671,0.064313
18.666327,1.381379,-0.014823,0.006653
18.706343,0.954264,0.033056,0.091052
18.736353,0.599467,0.115602,0.162352
18.766361,0.989060,0.420129,0.032316
18.806348,0.388905,0.259237,0.045657
18.826359,0.185417,0.255372,0.096394
18.876398,1.258029,0.490069,0.005209
18.906402,0.548596,0.292521,0.010301
18.936417,1.085486,0.403085,0.061889
18.966427,1.295485,0.304910,-0.080055
19.006412,0.552236,0.133773,0.002053
19.036450,0.166470,-0.048932,0.045017
19.066460,0.395318,-0.028031,0.004196
19.096470,0.518433,0.100104,-0.110270
19.126479,0.614902,0.155872,-0.100619
19.176482,1.257267,0.106302,-0.644206
19.206481,1.750287,-0.503461,-1.212149
19.236510,0.059301,-0.091574,-0.061177
19.256520,0.330053,-0.128475,0.068196
19.306539,1.193034,-0.005582,-0.172054
19.336548,0.949280,0.109904,-0.057478
19.366558,1.627533,-0.081320,-0.245262
19.406570,1.455887,-0.103715,-0.086360
19.436580,1.146734,-0.014157,-0.112714
19.476593,1.324611,-0.125229,-0.329376
19.496599,1.078801,-0.232370,-0.374181
19.536613,0.757285,-0.346219,-0.493639
19.566619,0.844679,-0.393209,-0.105186
19.606633,0.446357,-0.245365,0.149119
19.636645,0.772113,-0.322389,0.411808
19.666636,0.950813,-0.255496,-0.223749
19.706660,0.700046,-0.423948,-0.590853
19.736659,0.125753,-0.243178,-0.383999
19.766675,0.332559,-0.369268,-0.016011
19.806701,0.889373,-0.348672,0.281719
19.836711,1.174190,-0.322652,0.272961
19.866720,1.479497,-0.372068,0.252198
19.896730,1.308656,-0.346865,0.223752
19.926740,0.842751,-0.051282,0.204215
19.966752,1.078594,-0.019211,0.202956
20.006765,0.655916,0.133802,0.246766
20.036769,0.077614,0.168585,0.160597
20.066779,0.642724,0.409137,0.228446
20.096787,1.052702,0.536442,0.118552
20.136795,0.045299,0.170836,0.000021
20.166792,0.410051,0.033887,0.004295
20.206832,2.144422,0.122863,0.170667
20.236841,0.204113,-0.099204,-0.288726
20.266852,0.239581,-0.128235,-0.119070
20.306861,2.034510,-0.099082,-0.139836
20.336848,1.743846,0.054291,-0.220287
20.376886,1.666004,0.206082,-0.127179
20.416900,1.177836,0.103641,-0.064772
20.436907,1.446043,0.114719,-0.006829
20.466916,1.744797,0.362626,0.125716
20.496926,2.058695,0.368128,0.285700
20.526936,2.026018,0.461869,0.139577
20.576951,2.289696,0.476808,0.223108
20.596959,2.300980,0.508382,0.254545
20.636971,1.849930,0.319798,0.242025
20.666981,1.798008,0.276336,0.136944
20.696968,1.102157,-0.000830,-0.020000
20.727000,0.930877,-0.112755,-0.077568
20.766986,0.524781,-0.135828,-0.660171
20.807028,0.558607,-0.635288,-0.836326
20.837009,0.622901,-0.757693,-0.759820
20.867048,1.290368,0.138189,0.441133
20.897057,1.046832,-0.203840,0.131445
20.937069,0.687475,-0.082982,-0.078365
20.967079,0.358017,0.240431,-0.346074
21.007061,0.661504,0.170671,-0.290647
21.037096,-0.060759,-0.202248,-0.541912
21.067091,0.717787,-0.001250,0.454903
21.117122,0.352086,0.077271,0.150721
21.137118,-0.145649,-0.131947,-0.065352
21.157141,-0.077323,-0.057346,-0.111748
21.197156,0.109410,-0.036536,-0.088814
21.227165,0.000724,-0.223822,-0.221080
21.267177,0.009357,-0.305345,-0.115169
21.307190,-0.119095,-0.275459,0.269136
21.337199,-0.690301,-0.328599,-0.067496
21.367167,-0.885431,-0.193101,-0.134342
21.407204,-1.299838,-0.185879,-0.036854
21.437214,-1.605041,-0.286096,0.006665
21.467223,-1.545596,-0.306228,0.016997
21.497206,-1.519078,-0.209437,-0.100289
21.557252,-2.652170,0.056036,-0.529521
21.577249,-3.222455,0.713015,-0.504214
21.607247,-2.344241,0.456350,0.109924
21.637259,-1.591151,-0.244457,0.292454
21.667287,-1.932911,-0.390576,0.185137
21.707289,-1.738399,-0.280001,0.055541
21.727307,-1.753220,-0.190123,0.030599
21.757303,-1.871028,-0.139130,0.005882
21.807318,-1.928655,-0.123081,0.126281
21.837317,-1.161382,-0.239146,0.146298
21.867339,-1.596312,-0.254520,0.179537
21.897347,-1.196681,-0.071082,-0.975758
21.927362,-1.786166,0.390175,-1.202938
21.967386,-0.844431,0.506602,-0.345744
21.997396,-0.741434,0.300684,-0.092078
22.027406,-0.952458,0.454098,0.134899
22.077398,-0.852125,0.262823,0.335661
22.107430,-0.977847,0.109015,0.098713
22.137441,-0.909674,0.064902,-0.209358
22.177438,-0.932874,0.128976,0.061914
22.197461,-0.904225,0.140823,0.063230
22.227471,-0.588642,0.219785,-0.052985
22.257481,-0.103922,0.113398,0.156175
22.287490,-0.042465,0.112817,0.072224
22.337508,-0.048777,-0.056163,0.103122
22.367518,0.241215,-0.096387,-0.180159
22.407508,0.060184,-0.185716,-0.325587
22.417534,0.033527,-0.207371,-0.312193
22.477552,-0.277039,-0.172513,0.109213
22.507563,-0.194575,-0.064035,0.226166
22.537573,-0.195441,-0.005099,-0.006703
22.557570,-0.062388,-0.041587,-0.019984
22.597592,-0.019356,-0.135849,-0.049326
22.637605,0.033268,-0.087289,-0.213200
22.657612,0.195730,-0.068676,-0.407277
22.707628,0.013350,-0.043392,0.053449
22.717631,0.023789,0.008816,0.059743
22.767647,0.308016,0.055390,0.102410
22.797657,0.114317,0.110919,0.320153
22.827665,0.195290,0.049191,-0.089256
22.867655,0.483824,-0.066494,-0.318635
22.907694,0.051821,-0.213927,-0.936534
22.937704,0.194307,-0.460691,-0.790985
22.967714,-0.219720,-0.602600,0.007744
22.997724,0.378299,-0.302909,0.267082
23.037735,0.147807,0.075485,0.275936
23.067746,0.193401,0.150454,0.268868
23.107736,0.148891,0.075522,0.273811
23.137769,0.317046,0.033902,0.258349
23.167779,0.120022,0.184698,0.166261
23.197788,-0.215692,0.260670,0.041789
23.237774,-0.294374,0.109374,0.079311
23.257808,-0.321464,-0.061168,0.065491
23.297821,-0.359767,-0.218066,0.205047
23.327831,-0.226070,-0.376483,0.358600
23.367843,0.004954,-0.233719,0.085014
23.407858,0.082311,0.170757,0.017078
23.437863,0.027727,0.216387,-0.056583
23.467874,0.058575,0.185554,-0.052863
23.507891,0.059712,0.220085,0.133879
23.537866,0.106560,0.159015,0.239148
23.567885,0.503887,0.253863,0.227540
23.597914,0.377637,0.357324,0.185705
23.637930,0.429530,0.124978,0.051730
23.677944,0.052944,-0.281572,-0.122123
23.707955,0.083814,-0.423197,-0.197020
23.737964,0.222471,-0.565787,-0.315410
23.767975,0.119573,-0.517701,-0.141299
23.797986,-0.607513,-0.236072,-0.380468
23.827995,-0.417523,0.009710,-0.211932
23.877995,-0.144840,0.291730,0.268959
23.907995,0.011211,0.381500,0.163393
23.938025,0.062075,0.325908,0.189010
23.968017,0.208391,0.208460,0.245498
23.998021,0.559037,-0.049639,-1.206210
24.028059,0.115932,-0.288266,-0.651768
24.068074,-0.022258,-0.261073,0.051510
24.098076,0.534450,-0.107707,0.028408
24.128090,0.588925,0.252873,-0.177551
24.178108,0.528807,0.137792,0.509362
24.208118,0.686361,0.280619,0.350543
24.238129,1.451634,0.457240,0.194121
24.268138,1.422300,0.336173,0.080187
24.308131,1.651786,0.275163,0.097405
24.338144,0.895580,0.066669,0.106493
24.368153,1.106261,0.078778,0.077186
24.398172,1.837338,0.232052,0.044715
24.438196,1.621280,0.224548,-0.021609
24.468204,1.709890,0.430531,-0.004936
24.508215,2.400341,0.526999,-0.102311
24.538226,2.513641,0.606141,-0.081574
24.578240,2.245174,0.152211,-0.118993
24.608224,2.312551,0.148425,-0.058368
24.638260,2.212131,-0.039156,-0.168297
24.658239,2.143166,-0.144182,-0.155431
24.708284,1.750912,-0.151620,-0.140074
24.738294,1.316343,-0.143826,0.055237
24.778305,1.968438,0.165401,0.122330
24.808315,1.596931,0.168485,0.082607
24.838326,1.420384,0.204243,-0.011584
24.868335,0.616804,0.189874,-0.590235
24.908335,0.101217,0.027321,-0.937333
24.928354,0.344776,-0.182224,-0.610193
24.958364,0.840683,-0.213571,-0.067839
24.988375,1.234333,0.018576,-0.063088
25.038392,1.831216,0.277425,0.715515
25.078405,0.716214,-0.502164,0.008565
25.108413,-0.171801,0.000812,-0.536160
25.138424,0.016990,0.514044,-0.211672
25.168431,0.183311,0.373334,-0.233222
25.198438,0.123100,-0.123489,-0.259493
25.238456,0.101523,-0.438336,-0.462076
25.268465,-0.080033,-0.375684,-0.288852
25.298476,0.485454,-0.077965,0.234145
25.348473,0.387326,-0.250136,0.306352
25.378484,-0.364095,-0.383323,-0.154267
25.408495,-1.018456,0.385039,-0.543867
25.438513,-0.346719,0.396708,0.244078
25.468531,-1.176905,-0.131641,0.083397
25.498541,-1.581987,-0.569703,-0.202733
25.538534,-2.204815,-0.737006,-0.053416
25.558545,-2.243999,-0.441352,0.272101
25.588571,-2.301724,-0.105920,-0.070574
25.638588,-2.576956,-0.015951,0.313609
25.678595,-2.408802,-0.412507,0.073579
25.698609,-2.860329,-0.525369,-0.010919
25.738620,-2.696380,-0.468515,-0.052215
25.778633,-1.719672,-0.008919,-0.167002
25.808643,-1.921793,-0.328214,0.225650
25.828650,-2.290975,-0.379839,0.279564
25.858660,-1.481080,-0.352798,0.156585
25.888665,-1.274978,-0.005089,-0.921457
25.948674,-1.602645,0.839619,-0.465956
25.958693,-1.307854,0.863061,-0.513034
25.988703,-0.975727,0.380764,0.039933
26.038702,-1.052570,0.421570,0.565939
26.068713,-0.465059,0.236804,0.416452
26.098729,-0.826469,0.245310,-0.480294
26.128729,0.162954,-0.076346,-0.119264
26.158741,-1.108360,0.039561,-0.004814
26.198751,-0.334869,-0.172360,0.151686
26.228776,-0.567765,-0.093050,0.050790
26.258768,-0.058778,-0.192631,-0.329043
26.308807,-0.451690,-0.134675,-0.265687
26.338816,-0.624257,-0.099728,-0.233338
26.368832,-0.759011,-0.095184,-0.152590
26.398846,-0.486718,-0.040457,-0.088517
26.428856,-0.441708,0.008001,-0.034397
26.458866,-0.769712,0.059087,0.223519
26.488875,-0.335579,0.077159,0.365796
26.548895,-0.236488,0.311505,-0.012595
26.578905,0.087469,0.197048,0.328095
26.608915,-0.079544,0.246349,-0.168879
26.638924,0.029801,0.135197,0.167368
26.668934,-0.244240,0.173451,-0.053440
26.698923,0.218665,0.051623,0.111807
26.728951,-0.192009,0.068015,-0.045758
26.758936,0.132721,-0.002725,0.010739
26.788955,-0.268486,0.035966,0.360859
26.828988,0.479604,-0.110076,-0.614019
26.858997,-0.240341,-0.115711,0.244299
26.909011,-0.379487,-0.123342,0.139779
26.939022,-0.810202,-0.137677,0.176232
26.969033,-0.331404,-0.165086,0.023148
26.999042,-0.392372,-0.185203,0.065242
27.039057,-0.257123,-0.257512,-0.047598
27.069063,-1.027084,-0.224716,0.507228
27.099075,-1.143537,-0.133456,0.144019
27.129077,-0.612052,-0.159809,0.435534
27.179102,-2.077074,-0.341366,0.342204
27.209111,-2.603594,-0.574209,0.341540
27.239121,-3.247539,-0.690693,0.366285
27.269130,-3.460794,-1.057614,-0.692492
27.299140,-2.651121,-0.628802,-1.083474
27.329148,-2.472277,-0.035298,-0.639472
27.359141,-2.321434,0.136793,-0.974289
27.389159,-2.415813,-0.420308,0.236133
27.429185,-3.716686,-0.403319,0.253010
27.459193,-3.601305,-0.632979,0.244644
27.489204,-2.501380,-0.375064,0.178380
27.539210,-1.696447,0.251396,-0.309980
27.569230,-1.532347,0.758437,-0.363158
27.599238,-0.761303,1.301815,-0.441542
27.629222,-0.676654,0.891764,-0.519212
27.659259,-0.499992,0.316883,0.184998
27.699272,-1.800117,0.004534,0.404222
27.729282,-1.537759,0.016332,0.412189
27.759291,-0.874227,0.015881,0.369353
27.809308,-0.156408,0.078576,-0.098693
27.839317,0.364592,0.090338,-0.432853
27.869308,0.744583,0.067201,-0.689128
27.899338,0.320516,0.176873,-0.101637
27.929347,-0.125754,0.145007,0.103562
27.959358,-0.042560,0.133008,0.076851
27.989367,0.428127,0.042808,-0.300727
28.039385,1.377480,-0.523632,-1.123628
28.079396,1.216802,-0.359590,-0.735816
28.109406,1.439766,-0.263019,-0.135052
28.139412,1.955095,0.080159,0.398297
28.169409,1.737875,-0.092878,0.276803
28.199418,2.298921,-0.058748,0.170680
28.239451,4.191265,0.321479,0.307527
28.259446,3.844914,0.355476,-0.008090
28.309472,4.473086,0.468102,-0.349831
28.329479,3.671757,0.424076,-0.229283
28.379495,3.232259,-0.415127,-0.086858
28.389478,3.372347,-0.299164,-0.095185
28.439515,2.859634,-0.247551,-0.358562
28.469525,2.075758,0.120789,-0.068726
28.499535,2.267207,0.160031,0.006664
28.529539,1.652662,0.057719,0.162509
28.559554,0.756101,0.189270,0.206434
28.599546,1.478061,0.208592,-0.141176
28.649584,0.145026,0.140060,0.021901
28.679593,0.341679,0.062998,0.032403
28.709604,0.752355,0.139947,-0.132657
28.739612,0.441382,0.179387,0.125063
28.769623,0.457184,0.219479,0.230040
28.799633,0.582915,-0.030073,-0.653894
28.829640,0.930892,-0.367287,-0.526793
28.859634,-0.037758,-0.123762,-0.221401
28.899658,0.319924,-0.246829,0.348872
28.929676,0.358642,-0.119114,0.377864
28.959687,0.747143,0.048425,0.280388
29.009685,1.668037,0.245913,0.275541
29.039712,1.815997,0.251264,0.250290
29.069721,1.937491,0.274820,0.211519
29.099731,2.240705,0.574844,0.212103
29.129741,2.787565,0.511018,0.162641
29.169752,3.690255,0.488715,0.017589
29.199756,2.471926,0.235823,-0.075708
29.229755,2.133864,0.023672,-0.116182
29.279791,2.152157,-0.019963,-0.329656
29.309800,1.672541,-0.114359,-0.374497
29.339811,1.804208,-0.071073,-0.374607
29.369820,1.172851,-0.063626,-0.361380
29.399831,1.792279,0.108893,-0.290472
29.429840,1.724726,0.177245,-0.247813
29.459850,1.827618,0.230528,-0.141427
29.489860,1.961591,0.264453,-0.156595
29.529846,1.307935,0.202277,-0.129793
29.559883,1.102010,0.143393,-0.037539
29.589892,1.004887,0.201166,-0.009998
29.619903,0.957386,0.311143,0.036645
29.669906,0.680361,0.272383,0.115363
29.699920,0.505360,0.230291,0.093112
29.729934,0.204949,0.124449,0.086552
29.759928,0.316018,0.181589,0.222795
29.799945,-0.107982,0.029574,0.055720
29.829972,0.050082,-0.049663,0.199067
29.859980,-0.538694,0.082797,-0.929609
29.909988,0.189029,-0.390500,-0.708872
29.940006,-0.055441,-0.473961,-0.483123
29.970017,1.502334,0.416240,1.238786
30.000027,0.208287,-0.387865,0.687499
30.030036,-0.147627,-0.139863,-0.178226
30.060044,0.050528,0.466985,-0.761239
30.090056,-0.148526,0.371395,-0.707940
30.140074,0.274039,-0.197775,-0.448920
30.180086,0.384076,-0.607057,-0.213894
30.210093,0.498195,-0.532353,0.032212
30.240085,1.580064,0.424328,1.222011
30.250109,0.911201,0.084327,1.139441
30.300125,-0.841278,0.375309,-1.119163
30.340139,-0.203764,0.376063,-0.610081
30.360122,-0.051861,0.203397,-0.567368
30.400158,0.197041,-0.250636,-0.290470
30.430168,0.284149,-0.415018,-0.251934
30.460163,0.522074,-0.387093,-0.046960
30.490188,0.996205,0.291578,1.497498
30.540205,-0.088589,-0.443723,0.335185
30.570214,-0.974056,0.233337,-1.294220
30.600225,-0.232781,0.311895,-0.464546
30.630234,-0.023599,0.199454,-0.223916
30.660243,0.135266,-0.227416,-0.080615
30.690255,0.014332,-0.578620,-0.023443
30.740271,-0.065106,-0.288071,-0.010719
30.780283,-0.691106,-0.054349,-0.151755
30.810293,-0.370973,0.105150,0.692749
30.840303,-0.652446,-0.288666,0.767025
30.870313,-1.534806,-0.629744,0.474688
30.900322,-2.053939,-0.757963,0.254771
30.930330,-2.461820,-0.746841,0.236423
30.960341,-2.835785,-0.658470,0.410962
30.990341,-1.455404,-0.288939,0.528937
31.030359,-1.786575,-0.559166,0.452304
31.060352,-0.676801,-0.277704,0.454548
31.110390,-2.106478,0.672490,-0.717415
31.140402,-1.650154,0.841971,-0.495744
31.170412,-2.314987,0.295374,-0.310951
31.200422,-2.756821,-0.095865,-0.246386
31.230404,-2.506540,-0.501038,-0.312075
31.260441,-3.267903,-0.990786,0.246925
31.300430,-2.692378,-0.583143,0.197706
31.340469,-3.031099,-0.521127,-0.846905
31.360434,-2.873341,-0.542142,-0.888584
31.410461,-1.700143,0.017499,-0.714164
31.440473,-1.508941,0.314151,-0.168227
31.470482,-1.343304,0.374225,-0.068024
31.500491,-0.901112,0.323678,0.030457
31.530502,-0.994877,0.584359,-0.103080
31.560511,-0.594152,0.521808,0.000448
31.590521,-0.788397,0.547227,0.377150
31.640529,0.184097,0.350920,-0.302759
31.660545,-0.008710,0.279783,-0.242619
31.690554,-0.264503,0.249394,0.138297
31.740557,0.330904,-0.070481,-0.528385
31.770557,0.312145,-0.210641,-0.432098
31.800585,-0.066942,-0.144749,0.031276
31.830584,-0.054080,-0.025850,0.498214
31.860610,0.193493,0.027107,0.387820
31.900625,0.291543,0.056248,0.253415
31.930634,0.257138,0.177920,0.164169
31.960642,0.243956,0.152637,0.210478
32.010660,0.132982,0.091979,0.166689
32.040670,0.228735,0.099023,0.154170
32.070680,0.464776,0.093565,-0.260399
32.100689,0.221517,-0.032659,-0.240684
32.130697,-0.076869,-0.051533,-0.357296
32.160705,-0.047949,-0.050700,0.023466
32.190714,-0.092175,-0.086711,-0.007028
32.220723,0.007439,-0.081273,0.017648
32.280718,0.025936,-0.132993,-0.012000
32.310744,0.024708,-0.138584,0.004911
32.340746,-0.001168,-0.106073,0.033131
32.370770,-0.036672,-0.123984,0.078487
32.400772,0.033484,-0.034815,0.056821
32.430782,-0.023244,-0.116536,0.012706
32.460781,-0.033761,-0.236257,0.028559
32.520800,0.039985,0.047146,-0.073523
32.530832,0.017793,0.047216,-0.085245
32.560841,0.057408,0.220078,-0.151127
32.590851,0.035983,0.221869,-0.135167
32.640866,0.048638,0.213861,-0.023639
32.670876,0.003459,0.114436,0.049975
32.700887,0.012003,-0.278730,0.031018
32.730897,0.003192,-0.257817,0.055853
32.760882,0.006014,-0.026162,0.039934
32.790916,0.011104,-0.065598,-0.030976
32.840933,0.028139,-0.087936,-0.029243
32.880945,0.046175,-0.116778,-0.020184
32.910956,0.037615,-0.142580,-0.008973
32.940965,0.021654,-0.142687,-0.006867
32.970975,0.019403,-0.186742,0.014648
33.000985,0.018252,-0.129099,0.010396
33.030995,0.017168,-0.053174,-0.004153
33.061005,0.016875,-0.007589,0.013704
33.101004,0.021799,0.035745,0.041097
33.141031,0.021095,0.085466,-0.003712
33.181040,0.020131,0.117699,-0.020133
33.211037,0.017982,0.078068,-0.009170
33.241045,0.021294,0.068633,-0.018912
33.251069,0.021311,0.048330,-0.016097
33.301065,0.018067,-0.023447,0.004905
33.341097,0.023445,-0.013700,-0.003416
33.361105,0.021227,-0.021332,0.007074
33.401117,0.021191,0.006434,0.004397
33.431127,0.017988,0.035282,-0.000390
33.481143,0.017842,0.035074,0.013431
33.491135,0.016691,0.043502,0.019966
33.541163,0.015450,0.047521,0.035990
33.571172,0.001744,0.035841,0.028314
33.601183,0.011566,0.044814,0.001905
33.631192,0.019036,0.054524,-0.003223
33.691212,0.010482,-0.032251,0.020685
33.691212,0.010482,-0.032251,0.020685
33.731222,0.013957,-0.088529,0.005824
33.781240,0.023608,-0.119384,0.004201
33.811250,0.024803,-0.091373,-0.014422
33.841256,0.021584,-0.092503,-0.011256
33.871247,0.015102,-0.076638,-0.004590
33.901255,0.012807,-0.049074,0.005488
33.931282,0.016917,-0.024646,0.013389
33.961271,0.010344,-0.021750,0.031513
33.991295,0.009517,0.009608,0.002316
34.021291,0.015946,0.037532,-0.008858
34.081327,-0.011981,-0.013312,0.030580
34.111350,0.006388,-0.009580,0.000894
34.141359,0.013937,0.000242,-0.011677
34.151364,0.016042,-0.005127,-0.008584
34.201364,0.023596,-0.038091,-0.012375
34.241394,0.021569,-0.036891,-0.021926
34.261389,0.020455,-0.020922,-0.020568
34.301413,0.023664,-0.029435,-0.020722
34.331423,0.021514,-0.028411,-0.018579
34.381439,0.020373,-0.032808,-0.010154
34.411449,0.022515,-0.008167,-0.017140
34.441459,0.018194,-0.015777,-0.008778
34.471469,0.016981,-0.027765,0.008014
34.501478,0.020273,-0.046859,0.002348
34.531489,0.017148,-0.062833,-0.000078
34.571503,0.020436,-0.085141,-0.004741
34.591508,0.022581,-0.084033,-0.006845
34.631522,0.021662,-0.100951,-0.016729
34.681538,0.026007,-0.076188,-0.031155
34.711545,0.028099,-0.053758,-0.032864
34.741542,0.027959,-0.029351,-0.024969
34.771563,0.020539,-0.018662,-0.029034
34.811576,0.021479,0.003635,-0.022240
34.831560,0.025662,-0.000721,-0.014872
34.861590,0.024662,-0.008125,-0.019263
34.891588,0.024769,-0.028300,-0.024954
34.931620,0.025671,-0.040293,-0.007096
34.961630,0.018098,-0.067268,0.011539
34.991629,0.015030,-0.047854,-0.004058
35.041656,0.019118,0.021476,-0.003834
35.071662,0.014875,0.054632,-0.011734
35.101677,0.012669,0.127258,-0.019965
35.131686,0.008472,0.213972,-0.043889
35.161697,-0.114225,0.216332,-0.098224
35.201681,-0.020540,0.102996,-0.190603
35.231711,0.376361,-0.139513,-0.390297
35.281735,-0.320239,-1.310904,-0.079909
35.311746,-0.525591,-1.643926,0.017911
35.331753,-0.336923,-1.683473,-0.129355
35.371765,0.338770,-1.172057,-0.026593
35.401774,0.615490,-0.876413,0.471570
35.431780,0.807285,-1.117869,0.776791
35.461784,1.532354,-1.740825,0.878842
35.501791,1.503366,-2.174683,1.001590
35.531819,1.269022,-2.277808,0.977078
35.561828,1.354515,-2.715540,0.825520
35.611844,1.175693,-2.510783,0.909919
35.641854,0.876819,-2.028846,1.032270
35.671864,1.388307,-2.118952,1.017375
35.701874,1.499128,-1.289905,0.807383
35.731883,0.957715,-0.397342,0.562711
35.761892,0.849532,-0.053256,0.266929
35.801883,0.477499,0.049279,-0.147414
35.851918,0.479902,-0.413493,-0.576028
35.881912,0.595802,-0.445111,-0.777468
35.911926,0.108415,-0.510060,-0.797315
35.941953,0.082865,-0.398356,-0.716585
35.971963,0.029879,-0.174435,-0.376459
36.001973,-0.024622,-0.268654,-0.226192
36.031982,-0.044786,0.049037,-0.297973
36.061992,-0.226640,0.328263,-0.345131
36.092001,-0.078313,0.587882,-0.259336
36.122007,-0.335286,0.932035,-0.251146
36.162020,-0.207925,0.819463,-0.312631
36.212023,-0.156297,0.344062,-0.167162
36.242024,-0.201149,0.460146,-0.171448
36.272062,-0.288411,0.550044,-0.078432
36.302050,-0.267958,0.886638,0.024588
36.332079,0.690357,0.346607,0.360276
36.362079,-0.181936,-0.642230,-0.039736
36.392065,0.006971,-0.353613,-0.381925
36.432103,0.426787,-0.520343,-0.151625
36.462113,0.068293,-0.621931,0.108750
36.512129,0.163858,-0.003817,-0.120049
36.532136,0.135904,-0.129588,-0.061790
36.562147,-0.235209,0.942597,-0.070049
36.602159,0.078344,0.532313,0.012060
36.632168,0.029972,0.391584,-0.005486
36.662178,0.144106,0.159516,0.004181
